applicant_position,sex_code,sex_group,group,nearest_other_group_position,nearest_other_sex_code,nearest_other_sex_group,nearest_other_group,feature_distance,original_probability,neighbour_probability,probability_difference,original_actual_default,neighbour_actual_default
3454,2,Female,Female (SEX=2),5336,1,Male,Male (SEX=1),0.25807949349653797,0.19272058,0.26853028,0.07580970000000001,0,0
3455,2,Female,Female (SEX=2),4170,1,Male,Male (SEX=1),1.1098640744809665,0.72918147,0.76330686,0.03412539000000003,0,1
3456,2,Female,Female (SEX=2),4753,1,Male,Male (SEX=1),4.22798444659887,0.109632395,0.041368112,0.068264283,0,0
3457,2,Female,Female (SEX=2),2711,1,Male,Male (SEX=1),1.5117957715884152,0.12591648,0.11940024,0.006516239999999993,0,1
3458,2,Female,Female (SEX=2),5396,1,Male,Male (SEX=1),0.7867205041213197,0.15766709,0.13843004,0.019237050000000006,0,0
3459,2,Female,Female (SEX=2),4109,1,Male,Male (SEX=1),1.185240913112977,0.1985849,0.20563842,0.00705351999999998,0,1
3460,2,Female,Female (SEX=2),1268,1,Male,Male (SEX=1),2.7373942994578546,0.21659535,0.085604824,0.130990526,0,0
3461,2,Female,Female (SEX=2),5988,1,Male,Male (SEX=1),1.2213678141444084,0.056731503,0.04634407,0.010387433000000001,0,0
3462,2,Female,Female (SEX=2),3095,1,Male,Male (SEX=1),1.612324278227552,0.263803,0.18433538,0.07946762000000002,0,0
3463,2,Female,Female (SEX=2),5368,1,Male,Male (SEX=1),2.415347177695942,0.06575633,0.035987135,0.029769195,0,0
3464,2,Female,Female (SEX=2),5361,1,Male,Male (SEX=1),0.7551468272446384,0.23005748,0.2784076,0.04835011999999997,0,0
3465,2,Female,Female (SEX=2),4866,1,Male,Male (SEX=1),0.7299527588623088,0.09529067,0.09752938,0.002238710000000005,0,0
3466,2,Female,Female (SEX=2),4067,1,Male,Male (SEX=1),1.0256338808744456,0.13844475,0.22293328,0.08448853,0,0
3467,2,Female,Female (SEX=2),4174,1,Male,Male (SEX=1),2.5940747254122485,0.15192927,0.21976086,0.06783159,0,1
3468,2,Female,Female (SEX=2),1668,1,Male,Male (SEX=1),1.2702193036119247,0.16195697,0.166821,0.004864029999999991,0,0
3469,2,Female,Female (SEX=2),4778,1,Male,Male (SEX=1),2.1794286810111543,0.11561112,0.104447976,0.011163144,1,0
3470,2,Female,Female (SEX=2),5947,1,Male,Male (SEX=1),3.127832182739084,0.7255486,0.34881186,0.37673674,1,0
3471,2,Female,Female (SEX=2),1687,1,Male,Male (SEX=1),1.4643088981672594,0.051704504,0.056485217,0.004780712999999999,0,0
3472,2,Female,Female (SEX=2),383,1,Male,Male (SEX=1),1.6947341619642557,0.0659264,0.07751336,0.011586960000000007,1,0
3473,2,Female,Female (SEX=2),4178,1,Male,Male (SEX=1),2.2940416885935977,0.06231579,0.085243985,0.02292819499999999,0,0
3474,2,Female,Female (SEX=2),2878,1,Male,Male (SEX=1),2.9418124278212403,0.19634889,0.1454425,0.050906389999999996,0,0
3475,2,Female,Female (SEX=2),3332,1,Male,Male (SEX=1),0.591066188415491,0.082082376,0.06099494,0.021087436,0,0
3476,2,Female,Female (SEX=2),3343,1,Male,Male (SEX=1),3.577825539754437,0.50002116,0.551127,0.05110584000000007,1,1
3477,2,Female,Female (SEX=2),4873,1,Male,Male (SEX=1),0.9888168087871336,0.04936844,0.044927366,0.004441073999999996,0,0
3478,2,Female,Female (SEX=2),4058,1,Male,Male (SEX=1),1.0649935007961395,0.07297822,0.06818914,0.004789080000000001,0,0
3479,2,Female,Female (SEX=2),1901,1,Male,Male (SEX=1),1.3658325386489036,0.15234065,0.15323414,0.0008934899999999968,1,0
3480,2,Female,Female (SEX=2),962,1,Male,Male (SEX=1),1.7530024537915778,0.12018501,0.15023644,0.030051430000000004,0,0
3481,2,Female,Female (SEX=2),3592,1,Male,Male (SEX=1),1.3739681574767721,0.10002557,0.0935853,0.006440269999999998,0,0
3482,2,Female,Female (SEX=2),16,1,Male,Male (SEX=1),1.424272880841259,0.14524968,0.12336446,0.021885219999999997,0,1
3483,2,Female,Female (SEX=2),1710,1,Male,Male (SEX=1),1.6793161502240013,0.16045582,0.13725919,0.023196629999999996,0,0
3484,2,Female,Female (SEX=2),2601,1,Male,Male (SEX=1),0.4963046557251137,0.22500911,0.33780518,0.11279606999999997,1,1
3485,2,Female,Female (SEX=2),5415,1,Male,Male (SEX=1),1.9848442463952496,0.06756987,0.04097928,0.026590590000000004,0,0
3486,2,Female,Female (SEX=2),3313,1,Male,Male (SEX=1),2.597638500435027,0.6993302,0.70316195,0.0038317500000000226,1,1
3487,2,Female,Female (SEX=2),5318,1,Male,Male (SEX=1),0.7564179985609714,0.33287886,0.36276612,0.029887260000000027,0,1
3488,2,Female,Female (SEX=2),3594,1,Male,Male (SEX=1),1.6685453177771066,0.045043286,0.061095487,0.016052200999999995,0,0
3489,2,Female,Female (SEX=2),4911,1,Male,Male (SEX=1),3.413848503460551,0.056620196,0.057732277,0.0011120810000000009,0,0
3490,2,Female,Female (SEX=2),1614,1,Male,Male (SEX=1),0.9005197480119996,0.07083706,0.056609727,0.014227332999999995,0,0
3491,2,Female,Female (SEX=2),4134,1,Male,Male (SEX=1),2.0478507003601325,0.3853869,0.37804666,0.007340239999999998,1,0
3492,2,Female,Female (SEX=2),108,1,Male,Male (SEX=1),1.3408504433480897,0.50206184,0.46002847,0.04203336999999996,1,0
3493,2,Female,Female (SEX=2),4101,1,Male,Male (SEX=1),0.3757343868390204,0.14771815,0.28359026,0.13587211,0,0
3494,2,Female,Female (SEX=2),3335,1,Male,Male (SEX=1),1.540229605558664,0.17332163,0.10255234,0.07076929,0,0
3495,2,Female,Female (SEX=2),591,1,Male,Male (SEX=1),1.0583252116268753,0.10118759,0.08516,0.016027589999999994,0,1
3496,2,Female,Female (SEX=2),1799,1,Male,Male (SEX=1),2.101962753018968,0.43772385,0.37508488,0.06263897000000002,1,0
3497,2,Female,Female (SEX=2),5908,1,Male,Male (SEX=1),1.21828365824883,0.11645441,0.11601423,0.00044017999999999835,0,0
3498,2,Female,Female (SEX=2),5286,1,Male,Male (SEX=1),1.3563338197858674,0.6611736,0.64888126,0.012292340000000013,1,1
3499,2,Female,Female (SEX=2),2878,1,Male,Male (SEX=1),2.1393000135505527,0.07227652,0.1454425,0.07316598,0,0
3500,2,Female,Female (SEX=2),3594,1,Male,Male (SEX=1),1.3469309968848238,0.067154795,0.061095487,0.006059308000000006,0,0
3501,2,Female,Female (SEX=2),2878,1,Male,Male (SEX=1),1.1968479112283394,0.13215783,0.1454425,0.013284669999999998,0,0
3502,2,Female,Female (SEX=2),752,1,Male,Male (SEX=1),0.26564223724896197,0.32210442,0.3024659,0.019638519999999993,1,0
3503,2,Female,Female (SEX=2),4195,1,Male,Male (SEX=1),0.7882437862497638,0.509485,0.51498765,0.005502650000000053,0,1
3504,2,Female,Female (SEX=2),4932,1,Male,Male (SEX=1),2.569820417222215,0.1930485,0.15376519,0.039283310000000016,0,0
3505,2,Female,Female (SEX=2),4106,1,Male,Male (SEX=1),1.660070666576379,0.11761934,0.22394826,0.10632892000000001,1,0
3506,2,Female,Female (SEX=2),992,1,Male,Male (SEX=1),1.0801787331209274,0.22628066,0.2585959,0.032315239999999995,0,0
3507,2,Female,Female (SEX=2),5967,1,Male,Male (SEX=1),4.713155952505677,0.094518706,0.078113444,0.01640526199999999,0,0
3508,2,Female,Female (SEX=2),4032,1,Male,Male (SEX=1),1.1129409791299203,0.14997952,0.2001459,0.05016637999999998,0,0
3509,2,Female,Female (SEX=2),4821,1,Male,Male (SEX=1),1.0338180449158503,0.76701045,0.7690371,0.0020266500000000187,1,0
3510,2,Female,Female (SEX=2),4777,1,Male,Male (SEX=1),0.46682555357440736,0.24152398,0.26253244,0.02100845999999998,0,0
3511,2,Female,Female (SEX=2),1365,1,Male,Male (SEX=1),1.9312690642445804,0.662267,0.7424815,0.08021449999999997,1,0
3512,2,Female,Female (SEX=2),5847,1,Male,Male (SEX=1),2.4100974688450596,0.7769735,0.7755282,0.0014452999999999827,1,1
3513,2,Female,Female (SEX=2),313,1,Male,Male (SEX=1),0.6782887904607975,0.05322563,0.08433532,0.031109690000000002,0,0
3514,2,Female,Female (SEX=2),1636,1,Male,Male (SEX=1),1.1351066415555195,0.11092957,0.093853384,0.017076186000000007,0,1
3515,2,Female,Female (SEX=2),2918,1,Male,Male (SEX=1),1.5368405276333592,0.11542263,0.21062392,0.09520129,1,1
3516,2,Female,Female (SEX=2),3106,1,Male,Male (SEX=1),1.5391413035115307,0.1686108,0.23594417,0.06733337,0,1
3517,2,Female,Female (SEX=2),2136,1,Male,Male (SEX=1),1.518914631750347,0.79189336,0.7695569,0.022336460000000002,1,0
3518,2,Female,Female (SEX=2),3349,1,Male,Male (SEX=1),2.9576216890008915,0.4339732,0.5691113,0.13513809999999998,0,0
3519,2,Female,Female (SEX=2),4978,1,Male,Male (SEX=1),1.1916217950904395,0.09795407,0.14630821,0.04835413999999999,0,0
3520,2,Female,Female (SEX=2),4155,1,Male,Male (SEX=1),3.849301664900551,0.03337217,0.031341083,0.002031087000000001,0,0
3521,2,Female,Female (SEX=2),3362,1,Male,Male (SEX=1),1.9976484170635989,0.10400027,0.07467929,0.02932098000000001,0,0
3522,2,Female,Female (SEX=2),5966,1,Male,Male (SEX=1),1.973117705960174,0.041025788,0.04686489,0.005839101999999999,0,0
3523,2,Female,Female (SEX=2),3645,1,Male,Male (SEX=1),1.1724000702179445,0.3032473,0.45339277,0.15014547,1,1
3524,2,Female,Female (SEX=2),5438,1,Male,Male (SEX=1),2.7868431918835364,0.7139703,0.7207363,0.00676600000000005,1,1
3525,2,Female,Female (SEX=2),1180,1,Male,Male (SEX=1),0.696416641524283,0.061502885,0.057079725,0.004423160000000002,0,0
3526,2,Female,Female (SEX=2),4203,1,Male,Male (SEX=1),1.5452291335913977,0.8249681,0.71638966,0.10857843999999994,0,0
3527,2,Female,Female (SEX=2),2685,1,Male,Male (SEX=1),1.3856092120559071,0.15976594,0.1387902,0.020975739999999993,0,0
3528,2,Female,Female (SEX=2),3586,1,Male,Male (SEX=1),0.4528246024664298,0.22506885,0.24247088,0.017402030000000013,0,0
3529,2,Female,Female (SEX=2),5957,1,Male,Male (SEX=1),1.8586138798879754,0.6176514,0.6368724,0.019221000000000044,0,1
3530,2,Female,Female (SEX=2),4144,1,Male,Male (SEX=1),2.2826882137094007,0.33752427,0.19484217,0.1426821,0,0
3531,2,Female,Female (SEX=2),5441,1,Male,Male (SEX=1),5.4534401149146845,0.6810379,0.6289641,0.05207379999999995,1,0
3532,2,Female,Female (SEX=2),8,1,Male,Male (SEX=1),1.8358687214623428,0.10221589,0.059381567,0.042834323,0,0
3533,2,Female,Female (SEX=2),2041,1,Male,Male (SEX=1),2.735022615462987,0.5593495,0.62612206,0.06677255999999998,1,0
3534,2,Female,Female (SEX=2),4206,1,Male,Male (SEX=1),3.699688637277533,0.42443222,0.3479144,0.07651782000000001,0,1
3535,2,Female,Female (SEX=2),3368,1,Male,Male (SEX=1),1.8403061923455313,0.3600465,0.34302858,0.017017919999999964,0,0
3536,2,Female,Female (SEX=2),494,1,Male,Male (SEX=1),0.9982578061796393,0.04446265,0.06640376,0.021941110000000007,0,0
3537,2,Female,Female (SEX=2),1204,1,Male,Male (SEX=1),1.0165949317211953,0.5803734,0.57207143,0.008301969999999992,1,0
3538,2,Female,Female (SEX=2),2293,1,Male,Male (SEX=1),0.9770832201649174,0.07769838,0.12753266,0.049834279999999995,0,0
3539,2,Female,Female (SEX=2),1018,1,Male,Male (SEX=1),1.8904925666830956,0.6810475,0.6429676,0.038079900000000055,1,1
3540,2,Female,Female (SEX=2),2279,1,Male,Male (SEX=1),1.9991499931880032,0.11945681,0.13237514,0.012918330000000006,0,0
3541,2,Female,Female (SEX=2),3601,1,Male,Male (SEX=1),1.9863970237822421,0.7596696,0.78195935,0.022289750000000108,1,1
3542,2,Female,Female (SEX=2),2737,1,Male,Male (SEX=1),1.9035067942136419,0.17105746,0.1361879,0.034869559999999994,0,0
3543,2,Female,Female (SEX=2),4985,1,Male,Male (SEX=1),0.9712079065007198,0.11991916,0.11730577,0.0026133899999999932,0,0
3547,2,Female,Female (SEX=2),3374,1,Male,Male (SEX=1),0.9504009157237829,0.09896955,0.10455147,0.00558191999999999,0,0
3646,2,Female,Female (SEX=2),517,1,Male,Male (SEX=1),0.39767588224232264,0.1346309,0.19213851,0.057507610000000015,0,0
3647,2,Female,Female (SEX=2),1528,1,Male,Male (SEX=1),3.02044333036974,0.5589654,0.37477285,0.18419254999999995,0,0
3648,2,Female,Female (SEX=2),3619,1,Male,Male (SEX=1),1.5453153258553687,0.08851374,0.09436694,0.005853200000000003,0,0
3649,2,Female,Female (SEX=2),649,1,Male,Male (SEX=1),0.4613535936237774,0.22585729,0.21725105,0.008606239999999987,1,0
3650,2,Female,Female (SEX=2),632,1,Male,Male (SEX=1),1.455958576694458,0.067813225,0.097810246,0.029997021,0,0
3651,2,Female,Female (SEX=2),4054,1,Male,Male (SEX=1),2.107613152750432,0.24802646,0.2040871,0.04393936000000001,1,0
3652,2,Female,Female (SEX=2),1741,1,Male,Male (SEX=1),0.9423552899200587,0.12892912,0.12107001,0.007859110000000002,0,0
3653,2,Female,Female (SEX=2),4046,1,Male,Male (SEX=1),1.443080625822477,0.18492222,0.19577153,0.010849310000000001,0,0
3654,2,Female,Female (SEX=2),1250,1,Male,Male (SEX=1),0.0,0.40845293,0.40845293,0.0,0,0
3655,2,Female,Female (SEX=2),2092,1,Male,Male (SEX=1),1.0889911614216226,0.12348064,0.13438122,0.010900579999999993,1,0
3656,2,Female,Female (SEX=2),3078,1,Male,Male (SEX=1),2.1479450929450445,0.09391725,0.08076697,0.01315028,0,0
3657,2,Female,Female (SEX=2),2850,1,Male,Male (SEX=1),2.2580414110290294,0.28115514,0.3711284,0.08997326,0,0
3658,2,Female,Female (SEX=2),358,1,Male,Male (SEX=1),2.491175705214706,0.80252516,0.78720534,0.015319819999999984,1,1
3659,2,Female,Female (SEX=2),4766,1,Male,Male (SEX=1),0.8109280584136377,0.098382644,0.057905875,0.040476769,0,0
3660,2,Female,Female (SEX=2),2101,1,Male,Male (SEX=1),3.199035869239765,0.20555809,0.10596891,0.09958918,0,0
3661,2,Female,Female (SEX=2),1666,1,Male,Male (SEX=1),0.4631134284375661,0.15738294,0.21689,0.05950706,0,0
3662,2,Female,Female (SEX=2),262,1,Male,Male (SEX=1),0.4691397143638658,0.21896951,0.2429452,0.023975689999999994,0,1
3663,2,Female,Female (SEX=2),750,1,Male,Male (SEX=1),4.017340210425481,0.16625033,0.13444132,0.03180901,0,0
3664,2,Female,Female (SEX=2),1078,1,Male,Male (SEX=1),0.8211243211756132,0.074113145,0.07949094,0.005377794999999991,0,1
3665,2,Female,Female (SEX=2),4775,1,Male,Male (SEX=1),1.5003803236133293,0.60870063,0.6017315,0.00696912999999999,1,0
3666,2,Female,Female (SEX=2),63,1,Male,Male (SEX=1),2.103268801059158,0.24811463,0.3709983,0.12288367,0,0
3667,2,Female,Female (SEX=2),4084,1,Male,Male (SEX=1),2.9423631100184875,0.09730534,0.08940991,0.007895430000000009,0,0
3668,2,Female,Female (SEX=2),3317,1,Male,Male (SEX=1),0.7659679642949647,0.0596341,0.11269017,0.053056070000000004,0,0
3669,2,Female,Female (SEX=2),4082,1,Male,Male (SEX=1),1.998866669097587,0.27769864,0.25119144,0.02650720000000001,0,0
3670,2,Female,Female (SEX=2),4771,1,Male,Male (SEX=1),1.931525885982132,0.109623045,0.18864755,0.079024505,0,0
3671,2,Female,Female (SEX=2),2270,1,Male,Male (SEX=1),1.2965212661752985,0.23318872,0.19953379,0.03365493,0,0
3672,2,Female,Female (SEX=2),5302,1,Male,Male (SEX=1),1.27855271556175,0.13234681,0.15245357,0.02010676,0,0
3673,2,Female,Female (SEX=2),5833,1,Male,Male (SEX=1),2.5628186784652938,0.17282578,0.15449674,0.01832904000000002,0,0
3674,2,Female,Female (SEX=2),5381,1,Male,Male (SEX=1),2.1232151191737674,0.058208153,0.04887165,0.009336502999999996,1,0
3675,2,Female,Female (SEX=2),5871,1,Male,Male (SEX=1),1.4308540649311874,0.16571729,0.19084355,0.02512626000000001,0,0
3676,2,Female,Female (SEX=2),5947,1,Male,Male (SEX=1),4.475542612925821,0.6497836,0.34881186,0.30097174000000004,0,0
3677,2,Female,Female (SEX=2),1067,1,Male,Male (SEX=1),1.385474511319171,0.06092202,0.058527708,0.0023943120000000026,1,0
3678,2,Female,Female (SEX=2),1648,1,Male,Male (SEX=1),0.8548971820631508,0.50585586,0.5083138,0.002457939999999992,1,0
3679,2,Female,Female (SEX=2),4762,1,Male,Male (SEX=1),2.642138625646804,0.051829696,0.08913883,0.037309134,0,0
3680,2,Female,Female (SEX=2),1721,1,Male,Male (SEX=1),1.0867505057084257,0.32628155,0.34115797,0.014876420000000001,1,0
3681,2,Female,Female (SEX=2),653,1,Male,Male (SEX=1),0.9584924740217428,0.20358446,0.29163998,0.08805552000000003,0,0
3682,2,Female,Female (SEX=2),2334,1,Male,Male (SEX=1),1.3978333959202855,0.23683769,0.26372126,0.026883570000000023,0,1
3683,2,Female,Female (SEX=2),3307,1,Male,Male (SEX=1),1.1377215692354823,0.105912834,0.13631469,0.03040185599999999,0,0
3684,2,Female,Female (SEX=2),3087,1,Male,Male (SEX=1),4.969556174875216,0.04188756,0.04655318,0.004665620000000002,0,0
3685,2,Female,Female (SEX=2),477,1,Male,Male (SEX=1),1.3199800485440392,0.07999644,0.07807553,0.001920909999999998,0,0
3686,2,Female,Female (SEX=2),4774,1,Male,Male (SEX=1),1.489067062556423,0.24919215,0.30465645,0.05546430000000002,0,0
3687,2,Female,Female (SEX=2),661,1,Male,Male (SEX=1),2.888233492281691,0.22353663,0.13216655,0.09137007999999999,0,0
3688,2,Female,Female (SEX=2),3602,1,Male,Male (SEX=1),0.9580883143925693,0.07776853,0.0968826,0.019114069999999997,0,0
3689,2,Female,Female (SEX=2),2235,1,Male,Male (SEX=1),3.547415182232283,0.07646358,0.058508743,0.017954837,0,0
3690,2,Female,Female (SEX=2),4791,1,Male,Male (SEX=1),2.104196235543894,0.12778148,0.16419834,0.036416859999999995,0,1
3691,2,Female,Female (SEX=2),4959,1,Male,Male (SEX=1),3.5831762596278898,0.07973968,0.16432375,0.08458407,0,0
3692,2,Female,Female (SEX=2),2486,1,Male,Male (SEX=1),1.0326828152413545,0.27407038,0.14938726,0.12468312000000001,0,0
3693,2,Female,Female (SEX=2),1902,1,Male,Male (SEX=1),1.286112440880433,0.13468988,0.16197774,0.027287859999999997,1,0
3694,2,Female,Female (SEX=2),2690,1,Male,Male (SEX=1),0.2601909733157459,0.19839638,0.24202177,0.043625389999999986,1,0
3695,2,Female,Female (SEX=2),4735,1,Male,Male (SEX=1),1.0530203120463786,0.17207152,0.15699355,0.015077969999999996,0,0
3696,2,Female,Female (SEX=2),5887,1,Male,Male (SEX=1),0.8568179048577135,0.077143185,0.13585438,0.058711194999999994,0,0
3697,2,Female,Female (SEX=2),5318,1,Male,Male (SEX=1),3.1622216962106964,0.365605,0.36276612,0.002838879999999988,0,1
3698,2,Female,Female (SEX=2),5867,1,Male,Male (SEX=1),1.8055613498606768,0.06014709,0.08738772,0.027240630000000002,0,0
3699,2,Female,Female (SEX=2),4075,1,Male,Male (SEX=1),0.6718203681946893,0.07694165,0.0925603,0.015618649999999998,1,0
3700,2,Female,Female (SEX=2),913,1,Male,Male (SEX=1),0.8364027565984653,0.08098995,0.13654537,0.055555419999999994,0,0
3701,2,Female,Female (SEX=2),1026,1,Male,Male (SEX=1),0.6887056524792267,0.085864596,0.10504579,0.019181194,0,0
3702,2,Female,Female (SEX=2),2476,1,Male,Male (SEX=1),1.1801474158640264,0.15087408,0.21689,0.06601592,0,0
3703,2,Female,Female (SEX=2),1917,1,Male,Male (SEX=1),1.6557845690390685,0.10381495,0.101090536,0.0027244140000000083,1,0
3704,2,Female,Female (SEX=2),2130,1,Male,Male (SEX=1),1.5877665862050847,0.3591805,0.34133866,0.017841839999999998,0,1
3705,2,Female,Female (SEX=2),2668,1,Male,Male (SEX=1),4.333604111255316,0.17232344,0.076716036,0.09560740399999999,0,0
3706,2,Female,Female (SEX=2),2802,1,Male,Male (SEX=1),1.784140439316869,0.051576015,0.03722179,0.014354225000000005,0,0
3707,2,Female,Female (SEX=2),5384,1,Male,Male (SEX=1),0.8832261194933676,0.06463273,0.08777269,0.02313996,0,0
3708,2,Female,Female (SEX=2),4031,1,Male,Male (SEX=1),1.423381836421587,0.18822208,0.22575724,0.037535159999999984,0,0
3709,2,Female,Female (SEX=2),4927,1,Male,Male (SEX=1),0.6328993140037583,0.048388608,0.070724525,0.022335916999999997,0,0
3710,2,Female,Female (SEX=2),1682,1,Male,Male (SEX=1),2.4944086269083647,0.09917835,0.21017915,0.11100080000000001,0,0
3711,2,Female,Female (SEX=2),262,1,Male,Male (SEX=1),0.7063556844258042,0.18316807,0.2429452,0.05977713000000001,0,1
3712,2,Female,Female (SEX=2),5842,1,Male,Male (SEX=1),0.4426323448215176,0.08587799,0.14170037,0.05582237999999999,0,0
3713,2,Female,Female (SEX=2),2887,1,Male,Male (SEX=1),3.6471822146512793,0.03248101,0.0663642,0.03388319,0,0
3714,2,Female,Female (SEX=2),4771,1,Male,Male (SEX=1),1.7559239478203106,0.12750563,0.18864755,0.06114191999999999,0,0
3715,2,Female,Female (SEX=2),2685,1,Male,Male (SEX=1),1.4366828319436646,0.13638052,0.1387902,0.0024096799999999974,0,0
3716,2,Female,Female (SEX=2),502,1,Male,Male (SEX=1),2.2718532316751507,0.79173964,0.8210827,0.029343060000000087,1,1
3717,2,Female,Female (SEX=2),4951,1,Male,Male (SEX=1),1.7060649725960608,0.13724224,0.12528057,0.01196166999999998,0,0
3718,2,Female,Female (SEX=2),412,1,Male,Male (SEX=1),1.3092212683611164,0.21959916,0.32702473,0.10742557,0,0
3719,2,Female,Female (SEX=2),2600,1,Male,Male (SEX=1),2.1471129001125986,0.53066605,0.50337803,0.02728801999999997,1,0
3720,2,Female,Female (SEX=2),5831,1,Male,Male (SEX=1),2.14039168961701,0.031191608,0.039073188,0.007881580000000003,0,0
3721,2,Female,Female (SEX=2),3330,1,Male,Male (SEX=1),1.3247924128557271,0.44038182,0.41660953,0.023772289999999974,1,1
3722,2,Female,Female (SEX=2),5401,1,Male,Male (SEX=1),1.7853738996868476,0.22997677,0.22372137,0.006255399999999994,0,0
3723,2,Female,Female (SEX=2),4164,1,Male,Male (SEX=1),1.0261341766650054,0.16107245,0.19498467,0.03391221999999999,0,0
3724,2,Female,Female (SEX=2),4838,1,Male,Male (SEX=1),2.245710097326804,0.3639006,0.32064068,0.04325992000000001,1,1
3725,2,Female,Female (SEX=2),158,1,Male,Male (SEX=1),0.6140010174170321,0.16728655,0.10610164,0.06118491000000001,1,0
3726,2,Female,Female (SEX=2),615,1,Male,Male (SEX=1),3.750625128627717,0.028896714,0.044691026,0.015794312,0,0
3727,2,Female,Female (SEX=2),5881,1,Male,Male (SEX=1),0.23441928818559948,0.12798826,0.17314532,0.04515706,0,1
3728,2,Female,Female (SEX=2),5386,1,Male,Male (SEX=1),2.517279041209841,0.582214,0.72430634,0.14209234000000004,0,1
3729,2,Female,Female (SEX=2),1297,1,Male,Male (SEX=1),2.5388983628576662,0.050988067,0.046547014,0.004441053,0,0
3730,2,Female,Female (SEX=2),599,1,Male,Male (SEX=1),2.26815215548544,0.21777618,0.14052178,0.0772544,0,0
3731,2,Female,Female (SEX=2),224,1,Male,Male (SEX=1),1.5172473893536902,0.058274794,0.11129128,0.05301648600000001,0,0
3732,2,Female,Female (SEX=2),3563,1,Male,Male (SEX=1),0.6592059963089967,0.04325279,0.059771854,0.016519064,0,0
3733,2,Female,Female (SEX=2),5857,1,Male,Male (SEX=1),0.6379153478033512,0.08958822,0.08326275,0.00632547,0,0
3734,2,Female,Female (SEX=2),4729,1,Male,Male (SEX=1),1.6742446681682992,0.058946252,0.06242619,0.003479938000000002,0,0
3735,2,Female,Female (SEX=2),208,1,Male,Male (SEX=1),1.8050439388552715,0.74692535,0.47111702,0.27580833000000005,1,1
3736,2,Female,Female (SEX=2),4775,1,Male,Male (SEX=1),1.831513817800717,0.658324,0.6017315,0.056592500000000046,1,0
3737,2,Female,Female (SEX=2),4929,1,Male,Male (SEX=1),2.235814858821622,0.7217029,0.7022987,0.019404199999999983,0,1
3738,2,Female,Female (SEX=2),4099,1,Male,Male (SEX=1),2.086044558328243,0.049473457,0.051628593,0.002155136000000002,0,0
3739,2,Female,Female (SEX=2),1902,1,Male,Male (SEX=1),1.3710251603010004,0.14330104,0.16197774,0.01867670000000002,0,0
3740,2,Female,Female (SEX=2),4053,1,Male,Male (SEX=1),1.5014491747693637,0.35705036,0.3859363,0.02888594,1,0
3741,2,Female,Female (SEX=2),1991,1,Male,Male (SEX=1),1.1830292218875331,0.09099756,0.13954413,0.04854656999999998,0,1
3742,2,Female,Female (SEX=2),1566,1,Male,Male (SEX=1),0.4689955313049534,0.20909384,0.18055183,0.028542010000000007,0,0
3743,2,Female,Female (SEX=2),224,1,Male,Male (SEX=1),1.2798190551472068,0.058479015,0.11129128,0.052812265000000004,0,0
3744,2,Female,Female (SEX=2),2972,1,Male,Male (SEX=1),0.6330747247221922,0.12340811,0.0789647,0.04444341,0,0
3745,2,Female,Female (SEX=2),928,1,Male,Male (SEX=1),2.030656268026957,0.1323503,0.117988825,0.014361474999999999,0,0
3746,2,Female,Female (SEX=2),5854,1,Male,Male (SEX=1),0.9370932425165479,0.264042,0.24229093,0.02175107000000001,1,0
3747,2,Female,Female (SEX=2),5417,1,Male,Male (SEX=1),1.048735850536913,0.043192536,0.07199933,0.028806794000000004,0,0
3748,2,Female,Female (SEX=2),2289,1,Male,Male (SEX=1),1.2332924242661891,0.08575619,0.059920806,0.025835383999999996,0,0
3749,2,Female,Female (SEX=2),2444,1,Male,Male (SEX=1),0.9402990843852694,0.12776105,0.22733675,0.09957570000000002,0,0
3750,2,Female,Female (SEX=2),4787,1,Male,Male (SEX=1),1.2171818150729272,0.108753994,0.14313328,0.034379285999999995,0,0
3751,2,Female,Female (SEX=2),262,1,Male,Male (SEX=1),0.5929446096265804,0.14233515,0.2429452,0.10061005,0,1
3752,2,Female,Female (SEX=2),2290,1,Male,Male (SEX=1),0.6332466328421125,0.156218,0.1834388,0.027220800000000017,1,0
3753,2,Female,Female (SEX=2),3602,1,Male,Male (SEX=1),0.9873048010491071,0.09750912,0.0968826,0.0006265200000000054,0,0
3754,2,Female,Female (SEX=2),1392,1,Male,Male (SEX=1),3.207012090729503,0.69246674,0.666107,0.026359739999999965,1,0
3755,2,Female,Female (SEX=2),2812,1,Male,Male (SEX=1),2.382873175974655,0.511077,0.79702294,0.28594593999999995,0,1
3756,2,Female,Female (SEX=2),2845,1,Male,Male (SEX=1),1.2728911050384863,0.12503973,0.17924033,0.054200600000000015,0,0
3757,2,Female,Female (SEX=2),1176,1,Male,Male (SEX=1),0.5857162653655915,0.08897288,0.072054334,0.016918546000000007,0,0
3758,2,Female,Female (SEX=2),5293,1,Male,Male (SEX=1),2.510246596672118,0.182634,0.055781852,0.126852148,0,0
3759,2,Female,Female (SEX=2),5976,1,Male,Male (SEX=1),0.66381510736647,0.3275308,0.3180019,0.009528900000000007,0,0
3760,2,Female,Female (SEX=2),1636,1,Male,Male (SEX=1),1.575181256214949,0.08588757,0.093853384,0.007965814000000002,0,1
3761,2,Female,Female (SEX=2),5886,1,Male,Male (SEX=1),2.364462987248889,0.047655012,0.13501693,0.08736191800000001,0,0
3762,2,Female,Female (SEX=2),566,1,Male,Male (SEX=1),1.2451880945742224,0.18818173,0.17005278,0.018128950000000005,0,0
